# Chunk-averaged data for fix zOrder and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount c_myOrder[1]
100 83 17453
  17 16.5 247.3 0.285251
  18 17.5 230 0.28657
  19 18.5 179.1 0.284906
  20 19.5 190.5 0.285774
  21 20.5 247.1 0.288222
  22 21.5 225.9 0.286456
  23 22.5 181.1 0.283609
  24 23.5 195.6 0.280343
  25 24.5 248 0.28223
  26 25.5 226.6 0.278166
  27 26.5 175.2 0.28141
  28 27.5 198.8 0.279841
  29 28.5 259.1 0.284267
  30 29.5 211.5 0.280721
  31 30.5 175.2 0.279267
  32 31.5 202.3 0.28063
  33 32.5 259.1 0.281371
  34 33.5 210 0.281705
  35 34.5 174.1 0.283033
  36 35.5 213.5 0.281744
  37 36.5 258.3 0.283573
  38 37.5 199.8 0.280719
  39 38.5 177.5 0.28176
  40 39.5 222.4 0.281546
  41 40.5 254.1 0.283604
  42 41.5 191.2 0.279727
  43 42.5 178.2 0.279094
  44 43.5 231.8 0.282378
  45 44.5 249.4 0.281057
  46 45.5 184.7 0.278281
  47 46.5 188.2 0.277248
  48 47.5 236.7 0.274958
  49 48.5 221 0.271461
  50 49.5 193.9 0.267882
  51 50.5 209.4 0.268822
  52 51.5 215.6 0.267391
  53 52.5 210.8 0.26651
  54 53.5 207.3 0.264431
  55 54.5 211.2 0.260357
  56 55.5 206.4 0.263577
  57 56.5 212.5 0.266586
  58 57.5 211.3 0.264388
  59 58.5 210.8 0.263194
  60 59.5 207.4 0.260635
  61 60.5 211.4 0.260949
  62 61.5 213.9 0.260471
  63 62.5 209.6 0.263787
  64 63.5 212 0.263832
  65 64.5 210.7 0.262658
  66 65.5 214.9 0.265582
  67 66.5 211.2 0.263199
  68 67.5 212.3 0.266077
  69 68.5 205.4 0.263683
  70 69.5 208.6 0.261872
  71 70.5 213.4 0.263163
  72 71.5 213.1 0.26217
  73 72.5 206.7 0.262602
  74 73.5 215.7 0.268939
  75 74.5 216.6 0.269333
  76 75.5 193.9 0.268335
  77 76.5 213.6 0.272044
  78 77.5 235.7 0.278134
  79 78.5 211.8 0.279199
  80 79.5 181 0.283044
  81 80.5 213.9 0.284257
  82 81.5 249.6 0.286956
  83 82.5 48.2 0.277373
24800 83 17452.999999999996
  1 0.5 229.7 0.282623
  2 1.5 243.5 0.285177
  3 2.5 194 0.283614
  4 3.5 178.6 0.286395
  5 4.5 237 0.285988
  6 5.5 245.3 0.284321
  7 6.5 183.5 0.278465
  8 7.5 179.6 0.282682
  9 8.5 244.4 0.28202
  10 9.5 244.6 0.284059
  11 10.5 177.1 0.282565
  12 11.5 190.7 0.281827
  13 12.5 247.1 0.285755
  14 13.5 227.6 0.282126
  15 14.5 180.2 0.281298
  16 15.5 189.3 0.28448
  17 16.5 257.4 0.286144
  18 17.5 223 0.284173
  19 18.5 174.4 0.283918
  20 19.5 195.2 0.282755
  21 20.5 255.7 0.285031
  22 21.5 218.8 0.28123
  23 22.5 177.8 0.280522
  24 23.5 195 0.284285
  25 24.5 254.5 0.284487
  26 25.5 216.8 0.282485
  27 26.5 177 0.284578
  28 27.5 197.1 0.280886
  29 28.5 256.4 0.283827
  30 29.5 217.3 0.281774
  31 30.5 174.7 0.279251
  32 31.5 202.6 0.278647
  33 32.5 262.9 0.285455
  34 33.5 206.3 0.285127
  35 34.5 173.5 0.284156
  36 35.5 215.4 0.286994
  37 36.5 255.5 0.287805
  38 37.5 200.8 0.283794
  39 38.5 176.8 0.282588
  40 39.5 222.7 0.282889
  41 40.5 252.9 0.283753
  42 41.5 193.3 0.280151
  43 42.5 177.5 0.282139
  44 43.5 228.1 0.285196
  45 44.5 249.4 0.285143
  46 45.5 188.4 0.280318
  47 46.5 185.1 0.278046
  48 47.5 236.2 0.274333
  49 48.5 221.3 0.269864
  50 49.5 202.5 0.269031
  51 50.5 202.5 0.266512
  52 51.5 209.9 0.265943
  53 52.5 214.2 0.262647
  54 53.5 208.3 0.265606
  55 54.5 208.9 0.26554
  56 55.5 206 0.263471
  57 56.5 219.4 0.261588
  58 57.5 212.3 0.262487
  59 58.5 209.9 0.265739
  60 59.5 208.8 0.266283
  61 60.5 209.6 0.266484
  62 61.5 212.9 0.263495
  63 62.5 214.1 0.264843
  64 63.5 204.4 0.261693
  65 64.5 215.1 0.263393
  66 65.5 211.2 0.262257
  67 66.5 214.3 0.261409
  68 67.5 209.9 0.261779
  69 68.5 209.8 0.262233
  70 69.5 202.6 0.26342
  71 70.5 215.1 0.264362
  72 71.5 213 0.262822
  73 72.5 210.3 0.262632
  74 73.5 215.5 0.263783
  75 74.5 219.2 0.268179
  76 75.5 191.7 0.2692
  77 76.5 205.2 0.275457
  78 77.5 238.8 0.281509
  79 78.5 215.1 0.279859
  80 79.5 183.9 0.282145
  81 80.5 210.8 0.278175
  82 81.5 245 0.283166
  83 82.5 50.8 0.279611
24900 83 17452.999999999993
  1 0.5 228.4 0.285749
  2 1.5 250.4 0.288645
  3 2.5 190.3 0.283999
  4 3.5 179 0.281913
  5 4.5 240.3 0.281684
  6 5.5 241.3 0.281491
  7 6.5 184.2 0.279521
  8 7.5 186.9 0.279498
  9 8.5 248.3 0.282561
  10 9.5 231 0.281837
  11 10.5 179.5 0.283727
  12 11.5 187.8 0.279027
  13 12.5 246.4 0.284232
  14 13.5 231.9 0.285043
  15 14.5 178 0.279824
  16 15.5 192.6 0.279675
  17 16.5 254 0.282059
  18 17.5 222.6 0.283881
  19 18.5 177.1 0.280369
  20 19.5 196.5 0.282638
  21 20.5 255.1 0.283303
  22 21.5 218.2 0.282799
  23 22.5 175 0.283312
  24 23.5 199.3 0.283217
  25 24.5 257.9 0.286405
  26 25.5 214 0.285016
  27 26.5 176.7 0.282356
  28 27.5 206.6 0.28312
  29 28.5 253.5 0.28182
  30 29.5 207.8 0.282114
  31 30.5 175 0.284888
  32 31.5 206.9 0.282218
  33 32.5 260 0.285335
  34 33.5 203.9 0.281102
  35 34.5 173.9 0.283973
  36 35.5 214.5 0.28283
  37 36.5 255.1 0.283627
  38 37.5 201.4 0.282121
  39 38.5 179.8 0.281842
  40 39.5 218 0.282948
  41 40.5 249.2 0.283845
  42 41.5 199.2 0.281865
  43 42.5 176.8 0.281864
  44 43.5 223.5 0.28442
  45 44.5 251.2 0.282887
  46 45.5 195.1 0.280174
  47 46.5 179.4 0.281142
  48 47.5 226.9 0.276469
  49 48.5 228.2 0.272055
  50 49.5 199.8 0.266463
  51 50.5 206.2 0.265943
  52 51.5 215.2 0.263696
  53 52.5 214.8 0.261677
  54 53.5 203.9 0.266407
  55 54.5 207.6 0.262846
  56 55.5 214.4 0.262012
  57 56.5 215.6 0.260691
  58 57.5 211.8 0.263918
  59 58.5 212.3 0.266708
  60 59.5 203.2 0.266962
  61 60.5 210.1 0.269197
  62 61.5 215.1 0.263426
  63 62.5 213.9 0.265778
  64 63.5 208.1 0.264489
  65 64.5 208.8 0.261743
  66 65.5 217.6 0.26059
  67 66.5 210.3 0.261993
  68 67.5 212 0.26165
  69 68.5 203.4 0.262164
  70 69.5 209.5 0.263967
  71 70.5 215.1 0.262924
  72 71.5 206.7 0.263168
  73 72.5 212 0.264786
  74 73.5 217.3 0.264125
  75 74.5 220.8 0.26543
  76 75.5 188.9 0.26899
  77 76.5 201.3 0.273097
  78 77.5 244.7 0.279408
  79 78.5 214.1 0.279676
  80 79.5 184.5 0.279515
  81 80.5 210.6 0.280982
  82 81.5 247.5 0.281458
  83 82.5 47.3 0.2773
25000 83 17452.999999999996
  1 0.5 232.9 0.284425
  2 1.5 250.1 0.287519
  3 2.5 188.7 0.282913
  4 3.5 180.7 0.285126
  5 4.5 238.4 0.283696
  6 5.5 242.4 0.282389
  7 6.5 182.6 0.280073
  8 7.5 184 0.278318
  9 8.5 245.4 0.281569
  10 9.5 236.9 0.284289
  11 10.5 179 0.280257
  12 11.5 189.1 0.281713
  13 12.5 252 0.282356
  14 13.5 223.1 0.280007
  15 14.5 181.1 0.280117
  16 15.5 189.4 0.279105
  17 16.5 257.2 0.282641
  18 17.5 220.2 0.282803
  19 18.5 179.4 0.280523
  20 19.5 197.5 0.279819
  21 20.5 257.7 0.283593
  22 21.5 215.6 0.283182
  23 22.5 174.7 0.280054
  24 23.5 202.4 0.280852
  25 24.5 260.8 0.282695
  26 25.5 207.9 0.284358
  27 26.5 175.9 0.283882
  28 27.5 212.9 0.281188
  29 28.5 254.3 0.284279
  30 29.5 200.9 0.280971
  31 30.5 175.3 0.281296
  32 31.5 216.2 0.280983
  33 32.5 252 0.284186
  34 33.5 202.3 0.282308
  35 34.5 173.8 0.283374
  36 35.5 217.8 0.27965
  37 36.5 252.8 0.28376
  38 37.5 197.9 0.284372
  39 38.5 178.2 0.284132
  40 39.5 212.4 0.284663
  41 40.5 252.2 0.284897
  42 41.5 204.5 0.282261
  43 42.5 176 0.281345
  44 43.5 216.6 0.281432
  45 44.5 255 0.282049
  46 45.5 196.7 0.27833
  47 46.5 180.3 0.278431
  48 47.5 231.1 0.277954
  49 48.5 234.8 0.274624
  50 49.5 192.8 0.266506
  51 50.5 209.2 0.26636
  52 51.5 209.8 0.264168
  53 52.5 214.5 0.258689
  54 53.5 211.6 0.262258
  55 54.5 214.7 0.263164
  56 55.5 209 0.264612
  57 56.5 211.5 0.26436
  58 57.5 206.2 0.264422
  59 58.5 206.5 0.264973
  60 59.5 213 0.26497
  61 60.5 208.2 0.263829
  62 61.5 221.3 0.264109
  63 62.5 203.9 0.26281
  64 63.5 216.1 0.265955
  65 64.5 205.1 0.263584
  66 65.5 218.9 0.263478
  67 66.5 206.1 0.262952
  68 67.5 211.4 0.264564
  69 68.5 206 0.26587
  70 69.5 205.3 0.26308
  71 70.5 211.7 0.262945
  72 71.5 212.9 0.260195
  73 72.5 208.9 0.264834
  74 73.5 215.1 0.263886
  75 74.5 220.6 0.268859
  76 75.5 194.3 0.270566
  77 76.5 197.8 0.274495
  78 77.5 251.3 0.279737
  79 78.5 212.5 0.279958
  80 79.5 177.5 0.282054
  81 80.5 209.6 0.280577
  82 81.5 264.1 0.283176
  83 82.5 36.5 0.26833
25100 83 17452.999999999996
  1 0.5 223.6 0.284374
  2 1.5 253.5 0.285398
  3 2.5 193.8 0.282725
  4 3.5 176.5 0.28268
  5 4.5 236.1 0.284026
  6 5.5 243.1 0.282788
  7 6.5 189.3 0.282591
  8 7.5 180.3 0.279994
  9 8.5 240.2 0.281983
  10 9.5 244.4 0.282677
  11 10.5 181.9 0.280021
  12 11.5 184.2 0.280195
  13 12.5 247.9 0.281355
  14 13.5 234.6 0.28143
  15 14.5 176.7 0.283409
  16 15.5 190.7 0.280986
  17 16.5 259.5 0.287602
  18 17.5 219.6 0.285226
  19 18.5 176.5 0.286023
  20 19.5 197.6 0.285495
  21 20.5 261.3 0.283425
  22 21.5 211.9 0.280578
  23 22.5 175.8 0.280272
  24 23.5 204.7 0.281078
  25 24.5 256.7 0.286073
  26 25.5 207.1 0.281477
  27 26.5 178 0.281387
  28 27.5 211 0.285062
  29 28.5 253.6 0.285796
  30 29.5 204.6 0.28211
  31 30.5 173.6 0.280451
  32 31.5 212.1 0.283546
  33 32.5 259.1 0.28552
  34 33.5 200 0.282274
  35 34.5 172.9 0.282208
  36 35.5 215.3 0.283069
  37 36.5 256.4 0.287305
  38 37.5 199.7 0.281736
  39 38.5 177.2 0.284305
  40 39.5 219.3 0.280827
  41 40.5 255.2 0.286495
  42 41.5 194.1 0.28125
  43 42.5 175 0.280113
  44 43.5 219.1 0.281173
  45 44.5 256.5 0.28226
  46 45.5 195.2 0.281079
  47 46.5 180.7 0.279468
  48 47.5 231.7 0.278962
  49 48.5 227 0.27107
  50 49.5 202.9 0.268804
  51 50.5 203.4 0.266636
  52 51.5 210.9 0.263483
  53 52.5 214.7 0.262758
  54 53.5 209.1 0.262505
  55 54.5 218.9 0.261114
  56 55.5 204.2 0.265112
  57 56.5 211.1 0.26521
  58 57.5 210.5 0.263572
  59 58.5 207.3 0.264474
  60 59.5 214.7 0.265612
  61 60.5 209.1 0.263938
  62 61.5 214.8 0.262993
  63 62.5 202.4 0.263727
  64 63.5 214.6 0.260339
  65 64.5 209.8 0.264585
  66 65.5 211.6 0.267018
  67 66.5 210.4 0.266126
  68 67.5 206.9 0.266378
  69 68.5 211.3 0.264499
  70 69.5 200.1 0.260604
  71 70.5 219 0.268015
  72 71.5 212.7 0.266842
  73 72.5 208.1 0.264799
  74 73.5 217.5 0.26821
  75 74.5 219.4 0.271311
  76 75.5 188.5 0.271401
  77 76.5 204.8 0.273736
  78 77.5 251.5 0.280274
  79 78.5 213.1 0.280884
  80 79.5 175.7 0.282252
  81 80.5 206.1 0.283024
  82 81.5 263 0.285564
  83 82.5 40.1 0.272311
25200 83 17452.999999999996
  1 0.5 216.8 0.28269
  2 1.5 256.2 0.283022
  3 2.5 198.1 0.281202
  4 3.5 174.2 0.284422
  5 4.5 229 0.28348
  6 5.5 251.5 0.284541
  7 6.5 189.5 0.279398
  8 7.5 182.2 0.280123
  9 8.5 232.9 0.285803
  10 9.5 245.2 0.285847
  11 10.5 185.6 0.285054
  12 11.5 189.5 0.281743
  13 12.5 243.5 0.284828
  14 13.5 234.1 0.28404
  15 14.5 178.6 0.279392
  16 15.5 189.1 0.281486
  17 16.5 255.7 0.286789
  18 17.5 227 0.282815
  19 18.5 173.9 0.287016
  20 19.5 198 0.281597
  21 20.5 263.3 0.285778
  22 21.5 210.9 0.283137
  23 22.5 173.7 0.282538
  24 23.5 205.2 0.281456
  25 24.5 252.6 0.283937
  26 25.5 211.9 0.280676
  27 26.5 177.1 0.280296
  28 27.5 206.6 0.284229
  29 28.5 254.3 0.28705
  30 29.5 206.3 0.283384
  31 30.5 179.3 0.280698
  32 31.5 211.1 0.282205
  33 32.5 249.6 0.28103
  34 33.5 206.9 0.284159
  35 34.5 177.6 0.280141
  36 35.5 211.6 0.279913
  37 36.5 263.5 0.288172
  38 37.5 193.8 0.285655
  39 38.5 175.7 0.284864
  40 39.5 226.5 0.2851
  41 40.5 252.6 0.283095
  42 41.5 190.3 0.283017
  43 42.5 176.3 0.283996
  44 43.5 229.6 0.281463
  45 44.5 246.9 0.285152
  46 45.5 192.6 0.279312
  47 46.5 183.7 0.276307
  48 47.5 229.4 0.274677
  49 48.5 225.1 0.271433
  50 49.5 203.3 0.266968
  51 50.5 207.4 0.268404
  52 51.5 210.5 0.263321
  53 52.5 214.1 0.264771
  54 53.5 207 0.263257
  55 54.5 214.9 0.262604
  56 55.5 199.8 0.263112
  57 56.5 217.8 0.266777
  58 57.5 207.2 0.261253
  59 58.5 210.3 0.264148
  60 59.5 209.4 0.265669
  61 60.5 221.5 0.262591
  62 61.5 206.6 0.264008
  63 62.5 207.4 0.262323
  64 63.5 210.5 0.263686
  65 64.5 214.9 0.264762
  66 65.5 205.3 0.264238
  67 66.5 213.7 0.264455
  68 67.5 214.4 0.265086
  69 68.5 201.8 0.265137
  70 69.5 205.5 0.262403
  71 70.5 216.1 0.265379
  72 71.5 209.5 0.265519
  73 72.5 216.8 0.264868
  74 73.5 214.6 0.266551
  75 74.5 217.4 0.267717
  76 75.5 186.7 0.274298
  77 76.5 205.4 0.272529
  78 77.5 248.3 0.27664
  79 78.5 214.6 0.280786
  80 79.5 174.5 0.282454
  81 80.5 202.7 0.281238
  82 81.5 255.7 0.282717
  83 82.5 52.8 0.278631
25300 83 17453
  1 0.5 215.4 0.28523
  2 1.5 258 0.285086
  3 2.5 198.4 0.282056
  4 3.5 174.9 0.281215
  5 4.5 223.3 0.282966
  6 5.5 258.9 0.282557
  7 6.5 188.8 0.283531
  8 7.5 178 0.282493
  9 8.5 236.2 0.283409
  10 9.5 244.8 0.286521
  11 10.5 186.3 0.28375
  12 11.5 186.3 0.284078
  13 12.5 243.5 0.288775
  14 13.5 234.5 0.285521
  15 14.5 181.2 0.278935
  16 15.5 186.5 0.280525
  17 16.5 254.5 0.287924
  18 17.5 228.8 0.287877
  19 18.5 174.4 0.284278
  20 19.5 189.2 0.282612
  21 20.5 260.4 0.287288
  22 21.5 223 0.284033
  23 22.5 174.6 0.279391
  24 23.5 196.8 0.279782
  25 24.5 255.7 0.284089
  26 25.5 215.3 0.28178
  27 26.5 178.2 0.28144
  28 27.5 204.3 0.282306
  29 28.5 251.5 0.285032
  30 29.5 210.6 0.282614
  31 30.5 182.6 0.282616
  32 31.5 210.1 0.281511
  33 32.5 247.2 0.283303
  34 33.5 207.9 0.282039
  35 34.5 176.4 0.279306
  36 35.5 218.1 0.28243
  37 36.5 260.6 0.286946
  38 37.5 191.9 0.281732
  39 38.5 178.4 0.282308
  40 39.5 228 0.28229
  41 40.5 253 0.284678
  42 41.5 186.2 0.27906
  43 42.5 180.6 0.282263
  44 43.5 234.1 0.280536
  45 44.5 243.6 0.281316
  46 45.5 187.7 0.279222
  47 46.5 190.1 0.275831
  48 47.5 235.3 0.274885
  49 48.5 219 0.272426
  50 49.5 197.9 0.265962
  51 50.5 209.6 0.265506
  52 51.5 209.9 0.26355
  53 52.5 213.6 0.262238
  54 53.5 200.3 0.262169
  55 54.5 215.8 0.265091
  56 55.5 208.8 0.265857
  57 56.5 212.2 0.264128
  58 57.5 210.8 0.263766
  59 58.5 211.1 0.262265
  60 59.5 208.6 0.263006
  61 60.5 212.5 0.26628
  62 61.5 209.2 0.266939
  63 62.5 208.3 0.263966
  64 63.5 211.7 0.261755
  65 64.5 212.9 0.260812
  66 65.5 212.6 0.264545
  67 66.5 213 0.265317
  68 67.5 206 0.262831
  69 68.5 209.1 0.263552
  70 69.5 205.8 0.266666
  71 70.5 215.8 0.262108
  72 71.5 210.4 0.265475
  73 72.5 210.3 0.266508
  74 73.5 218.6 0.263738
  75 74.5 211.8 0.267462
  76 75.5 192.1 0.26729
  77 76.5 201.1 0.272234
  78 77.5 248.1 0.279853
  79 78.5 216.9 0.281691
  80 79.5 177.6 0.2794
  81 80.5 203.2 0.278539
  82 81.5 258.3 0.282622
  83 82.5 46 0.278819
25400 83 17453.000000000007
  1 0.5 219.8 0.281097
  2 1.5 256.5 0.284178
  3 2.5 195.1 0.285846
  4 3.5 175.7 0.281633
  5 4.5 223.7 0.281207
  6 5.5 256.3 0.285234
  7 6.5 188.8 0.2786
  8 7.5 180.9 0.280138
  9 8.5 231.5 0.280688
  10 9.5 246.2 0.286441
  11 10.5 186 0.282477
  12 11.5 185.5 0.283913
  13 12.5 237.6 0.282746
  14 13.5 242.3 0.282776
  15 14.5 181.8 0.28692
  16 15.5 179.5 0.282279
  17 16.5 253.9 0.283683
  18 17.5 235.4 0.282995
  19 18.5 176.4 0.286422
  20 19.5 184.1 0.284548
  21 20.5 252.5 0.286146
  22 21.5 230.4 0.282627
  23 22.5 178 0.280273
  24 23.5 196.2 0.277215
  25 24.5 251 0.277328
  26 25.5 221.9 0.28279
  27 26.5 179.3 0.280678
  28 27.5 206.7 0.280293
  29 28.5 249 0.283739
  30 29.5 208.4 0.28037
  31 30.5 180.9 0.280321
  32 31.5 215 0.281459
  33 32.5 251.7 0.288274
  34 33.5 202.7 0.281431
  35 34.5 176.5 0.28261
  36 35.5 224.2 0.283233
  37 36.5 256.7 0.285473
  38 37.5 188 0.280424
  39 38.5 177.4 0.281798
  40 39.5 230.4 0.283392
  41 40.5 251.7 0.28528
  42 41.5 185.1 0.280932
  43 42.5 186.7 0.280098
  44 43.5 241.2 0.281455
  45 44.5 233.9 0.281747
  46 45.5 185.2 0.279274
  47 46.5 189.4 0.27495
  48 47.5 235.7 0.277092
  49 48.5 224.5 0.268937
  50 49.5 197.7 0.270541
  51 50.5 205.7 0.264411
  52 51.5 212.7 0.263631
  53 52.5 209.1 0.261258
  54 53.5 208.2 0.26572
  55 54.5 213.3 0.266965
  56 55.5 209.7 0.265337
  57 56.5 206.5 0.264463
  58 57.5 213.3 0.264781
  59 58.5 209.1 0.264076
  60 59.5 210.3 0.263809
  61 60.5 209.7 0.263847
  62 61.5 207.7 0.263122
  63 62.5 220 0.263119
  64 63.5 202.4 0.263922
  65 64.5 210 0.264826
  66 65.5 211.6 0.26544
  67 66.5 215.6 0.265442
  68 67.5 208.3 0.264332
  69 68.5 209.2 0.263152
  70 69.5 206.5 0.262741
  71 70.5 213.2 0.266987
  72 71.5 207.6 0.264488
  73 72.5 208.5 0.264698
  74 73.5 219 0.265091
  75 74.5 219.3 0.266076
  76 75.5 191.4 0.267372
  77 76.5 196.6 0.272091
  78 77.5 251.9 0.278515
  79 78.5 216.8 0.281075
  80 79.5 176 0.282472
  81 80.5 204.4 0.282693
  82 81.5 259.2 0.285833
  83 82.5 45.2 0.274024
25500 83 17452.999999999996
  1 0.5 223.3 0.284158
  2 1.5 256.8 0.283653
  3 2.5 191.5 0.280395
  4 3.5 176.4 0.280795
  5 4.5 224.5 0.280695
  6 5.5 253.9 0.285813
  7 6.5 191.4 0.284164
  8 7.5 177.5 0.281146
  9 8.5 225.7 0.28371
  10 9.5 252.6 0.28536
  11 10.5 188.8 0.282291
  12 11.5 179 0.280955
  13 12.5 228.6 0.283114
  14 13.5 249 0.282283
  15 14.5 187.6 0.284269
  16 15.5 179.3 0.283514
  17 16.5 238.3 0.284762
  18 17.5 247.1 0.285227
  19 18.5 181.1 0.286843
  20 19.5 186 0.282565
  21 20.5 247.7 0.286178
  22 21.5 230.3 0.281667
  23 22.5 182.6 0.279962
  24 23.5 192.7 0.27969
  25 24.5 250.2 0.280426
  26 25.5 226.4 0.280608
  27 26.5 176.6 0.280603
  28 27.5 202.2 0.279721
  29 28.5 255.3 0.282636
  30 29.5 211.2 0.282935
  31 30.5 179.5 0.281845
  32 31.5 214.1 0.283482
  33 32.5 252.7 0.282933
  34 33.5 200.3 0.279861
  35 34.5 179.2 0.279312
  36 35.5 229.6 0.280817
  37 36.5 245.5 0.284956
  38 37.5 192.6 0.283777
  39 38.5 179.1 0.2819
  40 39.5 236.1 0.28276
  41 40.5 241.8 0.285366
  42 41.5 187.2 0.282998
  43 42.5 183.2 0.283803
  44 43.5 239.9 0.287189
  45 44.5 238.3 0.283426
  46 45.5 185.3 0.282399
  47 46.5 189.5 0.278287
  48 47.5 237.7 0.277015
  49 48.5 220.3 0.270386
  50 49.5 199.4 0.268449
  51 50.5 207.3 0.265791
  52 51.5 217 0.262898
  53 52.5 209.8 0.263592
  54 53.5 210.1 0.264453
  55 54.5 203.3 0.26142
  56 55.5 214.3 0.262703
  57 56.5 212.6 0.263394
  58 57.5 210.6 0.265671
  59 58.5 206.7 0.264095
  60 59.5 213.3 0.263778
  61 60.5 206 0.262775
  62 61.5 213 0.264438
  63 62.5 206.6 0.263102
  64 63.5 207.7 0.265082
  65 64.5 207.8 0.264379
  66 65.5 210.5 0.265952
  67 66.5 213.3 0.263956
  68 67.5 212.3 0.263162
  69 68.5 214.1 0.264619
  70 69.5 207.9 0.262307
  71 70.5 210.2 0.264664
  72 71.5 209 0.264381
  73 72.5 207.8 0.265139
  74 73.5 216.8 0.265276
  75 74.5 221.1 0.268101
  76 75.5 188.8 0.268614
  77 76.5 197.2 0.274485
  78 77.5 257.4 0.280499
  79 78.5 212.3 0.280847
  80 79.5 175.9 0.281738
  81 80.5 202.6 0.281038
  82 81.5 263.5 0.285386
  83 82.5 41.3 0.282188
25600 83 17453
  1 0.5 223.2 0.280391
  2 1.5 256.8 0.283625
  3 2.5 188.9 0.283306
  4 3.5 175.9 0.285245
  5 4.5 223 0.282998
  6 5.5 249.7 0.284663
  7 6.5 197.5 0.284893
  8 7.5 176.3 0.281778
  9 8.5 225.7 0.283183
  10 9.5 251 0.28604
  11 10.5 192.2 0.284282
  12 11.5 177.6 0.28549
  13 12.5 232.2 0.284513
  14 13.5 245.5 0.281857
  15 14.5 190.5 0.279784
  16 15.5 180.3 0.284174
  17 16.5 241.3 0.285984
  18 17.5 240 0.28363
  19 18.5 183.4 0.281412
  20 19.5 190.3 0.281928
  21 20.5 239.6 0.284271
  22 21.5 233.2 0.28315
  23 22.5 183.3 0.280225
  24 23.5 193.5 0.279746
  25 24.5 250.4 0.280934
  26 25.5 224.1 0.283796
  27 26.5 178.3 0.281889
  28 27.5 199.6 0.281326
  29 28.5 258.1 0.282945
  30 29.5 212 0.27894
  31 30.5 178.1 0.279435
  32 31.5 207 0.282869
  33 32.5 264.6 0.287425
  34 33.5 196.1 0.281137
  35 34.5 175.7 0.280712
  36 35.5 223.7 0.283097
  37 36.5 255.1 0.284879
  38 37.5 191.8 0.284733
  39 38.5 177.1 0.283678
  40 39.5 231.5 0.286931
  41 40.5 247.8 0.284656
  42 41.5 188.8 0.282151
  43 42.5 182.4 0.286378
  44 43.5 239.4 0.284446
  45 44.5 241.3 0.282769
  46 45.5 182.2 0.276096
  47 46.5 194.3 0.275877
  48 47.5 236.5 0.272161
  49 48.5 223 0.268918
  50 49.5 194.5 0.268102
  51 50.5 204.8 0.266082
  52 51.5 218.2 0.265101
  53 52.5 209.2 0.264586
  54 53.5 209.8 0.26282
  55 54.5 201.6 0.263504
  56 55.5 214.5 0.264838
  57 56.5 215.9 0.263914
  58 57.5 212.5 0.264849
  59 58.5 205.4 0.263005
  60 59.5 208.1 0.26596
  61 60.5 206.1 0.263707
  62 61.5 213.5 0.267316
  63 62.5 213.3 0.264661
  64 63.5 208.8 0.266622
  65 64.5 205.5 0.265669
  66 65.5 213.2 0.264992
  67 66.5 212.7 0.267066
  68 67.5 211.6 0.264631
  69 68.5 212.1 0.26559
  70 69.5 202.5 0.266419
  71 70.5 210.1 0.265469
  72 71.5 212.8 0.266966
  73 72.5 210.9 0.266711
  74 73.5 211.6 0.267244
  75 74.5 218.7 0.270314
  76 75.5 192.7 0.271694
  77 76.5 195.3 0.277566
  78 77.5 255.3 0.28018
  79 78.5 217.6 0.279441
  80 79.5 173.7 0.280343
  81 80.5 207.2 0.281086
  82 81.5 253.6 0.282079
  83 82.5 49.9 0.274037
25700 83 17453
  1 0.5 211.1 0.281843
  2 1.5 256.5 0.281367
  3 2.5 200.7 0.281888
  4 3.5 177.5 0.28088
  5 4.5 216.9 0.2856
  6 5.5 255.2 0.283009
  7 6.5 197.4 0.28005
  8 7.5 182.8 0.282108
  9 8.5 226.6 0.283262
  10 9.5 246.5 0.281946
  11 10.5 191.3 0.281753
  12 11.5 178.1 0.282627
  13 12.5 236.1 0.282858
  14 13.5 247.8 0.284383
  15 14.5 182.3 0.280496
  16 15.5 182 0.283001
  17 16.5 242.6 0.285743
  18 17.5 242.5 0.282554
  19 18.5 179.3 0.28022
  20 19.5 188.8 0.283683
  21 20.5 244.7 0.285279
  22 21.5 229 0.281356
  23 22.5 181.9 0.281374
  24 23.5 198.9 0.280156
  25 24.5 246.6 0.283243
  26 25.5 223.6 0.281121
  27 26.5 178.1 0.279371
  28 27.5 199.8 0.280407
  29 28.5 255.1 0.283555
  30 29.5 214.5 0.281653
  31 30.5 173.6 0.281903
  32 31.5 204.4 0.283209
  33 32.5 263.7 0.283894
  34 33.5 204.2 0.281085
  35 34.5 174.3 0.281881
  36 35.5 217.7 0.280251
  37 36.5 257.5 0.284117
  38 37.5 196.3 0.281142
  39 38.5 175.7 0.282599
  40 39.5 231.1 0.28553
  41 40.5 250.9 0.284229
  42 41.5 188.5 0.281986
  43 42.5 184 0.282531
  44 43.5 238.4 0.281313
  45 44.5 236.7 0.28275
  46 45.5 187.6 0.278085
  47 46.5 193.1 0.277172
  48 47.5 233.4 0.271794
  49 48.5 223.9 0.269569
  50 49.5 199.1 0.265798
  51 50.5 205.4 0.268852
  52 51.5 214.5 0.266503
  53 52.5 214.5 0.266122
  54 53.5 208.6 0.265068
  55 54.5 205.5 0.263238
  56 55.5 208.1 0.264428
  57 56.5 212.9 0.26052
  58 57.5 215 0.261653
  59 58.5 209.6 0.263593
